ID method mode dataset model summarization include_ranking include_examples parameters llm
1928 data-poisoning sufficient YAGO4-20 ComplEx None 1 1 7 Mixtral
1929 data-poisoning sufficient YAGO4-20 TransE None 0 0 7 Mixtral
1930 data-poisoning sufficient YAGO4-20 TransE None 0 1 7 Mixtral
1931 data-poisoning sufficient YAGO4-20 TransE None 1 0 7 Mixtral
1932 data-poisoning sufficient YAGO4-20 TransE None 1 1 7 Mixtral
1933 data-poisoning sufficient FB15k-237 ConvE None 0 0 7 Mixtral
1934 data-poisoning sufficient FB15k-237 ConvE None 0 1 7 Mixtral
1935 data-poisoning sufficient FB15k-237 ConvE None 1 0 7 Mixtral
1936 data-poisoning sufficient FB15k-237 ConvE None 1 1 7 Mixtral
1937 data-poisoning sufficient FB15k-237 ComplEx None 0 0 7 Mixtral
1938 data-poisoning sufficient FB15k-237 ComplEx None 0 1 7 Mixtral
1939 data-poisoning sufficient FB15k-237 ComplEx None 1 0 7 Mixtral
1940 data-poisoning sufficient FB15k-237 ComplEx None 1 1 7 Mixtral
1941 data-poisoning sufficient FB15k-237 TransE None 0 0 7 Mixtral
1942 data-poisoning sufficient FB15k-237 TransE None 0 1 7 Mixtral
1943 data-poisoning sufficient FB15k-237 TransE None 1 0 7 Mixtral
1944 data-poisoning sufficient FB15k-237 TransE None 1 1 7 Mixtral
1945 data-poisoning sufficient WN18RR ConvE None 0 0 7 Mixtral
1946 data-poisoning sufficient WN18RR ConvE None 0 1 7 Mixtral
1947 data-poisoning sufficient WN18RR ConvE None 1 0 7 Mixtral
1948 data-poisoning sufficient WN18RR ConvE None 1 1 7 Mixtral
1949 data-poisoning sufficient WN18RR ComplEx None 0 0 7 Mixtral
1950 data-poisoning sufficient WN18RR ComplEx None 0 1 7 Mixtral
1951 data-poisoning sufficient WN18RR ComplEx None 1 0 7 Mixtral
1952 data-poisoning sufficient WN18RR ComplEx None 1 1 7 Mixtral
1953 data-poisoning sufficient WN18RR TransE None 0 0 7 Mixtral
1954 data-poisoning sufficient WN18RR TransE None 0 1 7 Mixtral
1955 data-poisoning sufficient WN18RR TransE None 1 0 7 Mixtral
1956 data-poisoning sufficient WN18RR TransE None 1 1 7 Mixtral
1957 data-poisoning sufficient YAGO3-10 ConvE None 0 0 7 Mixtral
1958 data-poisoning sufficient YAGO3-10 ConvE None 0 1 7 Mixtral
1959 data-poisoning sufficient YAGO3-10 ConvE None 1 0 7 Mixtral
1960 data-poisoning sufficient YAGO3-10 ConvE None 1 1 7 Mixtral
1961 data-poisoning sufficient YAGO3-10 ComplEx None 0 0 7 Mixtral
1962 data-poisoning sufficient YAGO3-10 ComplEx None 0 1 7 Mixtral
1963 data-poisoning sufficient YAGO3-10 ComplEx None 1 0 7 Mixtral
1964 data-poisoning sufficient YAGO3-10 ComplEx None 1 1 7 Mixtral
1965 data-poisoning sufficient YAGO3-10 TransE None 0 0 7 Mixtral
1966 data-poisoning sufficient YAGO3-10 TransE None 0 1 7 Mixtral
1967 data-poisoning sufficient YAGO3-10 TransE None 1 0 7 Mixtral
1968 data-poisoning sufficient YAGO3-10 TransE None 1 1 7 Mixtral
1969 kelpie necessary DB50K ConvE None 0 0 7 Mixtral
1970 kelpie necessary DB50K ConvE None 0 1 7 Mixtral
1971 kelpie necessary DB50K ConvE None 1 0 7 Mixtral
1972 kelpie necessary DB50K ConvE None 1 1 7 Mixtral
1973 kelpie necessary DB50K ComplEx None 0 0 7 Mixtral
1974 kelpie necessary DB50K ComplEx None 0 1 7 Mixtral
1975 kelpie necessary DB50K ComplEx None 1 0 7 Mixtral
1976 kelpie necessary DB50K ComplEx None 1 1 7 Mixtral
1977 kelpie necessary DB50K TransE None 0 0 7 Mixtral
1978 kelpie necessary DB50K TransE None 0 1 7 Mixtral
1979 kelpie necessary DB50K TransE None 1 0 7 Mixtral
1980 kelpie necessary DB50K TransE None 1 1 7 Mixtral
1981 kelpie necessary DB100K ConvE None 0 0 7 Mixtral
1982 kelpie necessary DB100K ConvE None 0 1 7 Mixtral
1983 kelpie necessary DB100K ConvE None 1 0 7 Mixtral
1984 kelpie necessary DB100K ConvE None 1 1 7 Mixtral
1985 kelpie necessary DB100K ComplEx None 0 0 7 Mixtral
1986 kelpie necessary DB100K ComplEx None 0 1 7 Mixtral
1987 kelpie necessary DB100K ComplEx None 1 0 7 Mixtral
1988 kelpie necessary DB100K ComplEx None 1 1 7 Mixtral
1989 kelpie necessary DB100K TransE None 0 0 7 Mixtral
1990 kelpie necessary DB100K TransE None 0 1 7 Mixtral
1991 kelpie necessary DB100K TransE None 1 0 7 Mixtral
1992 kelpie necessary DB100K TransE None 1 1 7 Mixtral
1993 kelpie necessary YAGO4-20 ConvE None 0 0 7 Mixtral
1994 kelpie necessary YAGO4-20 ConvE None 0 1 7 Mixtral
1995 kelpie necessary YAGO4-20 ConvE None 1 0 7 Mixtral
1996 kelpie necessary YAGO4-20 ConvE None 1 1 7 Mixtral
1997 kelpie necessary YAGO4-20 ComplEx None 0 0 7 Mixtral
1998 kelpie necessary YAGO4-20 ComplEx None 0 1 7 Mixtral
1999 kelpie necessary YAGO4-20 ComplEx None 1 0 7 Mixtral
2000 kelpie necessary YAGO4-20 ComplEx None 1 1 7 Mixtral
2001 kelpie necessary YAGO4-20 TransE None 0 0 7 Mixtral
2002 kelpie necessary YAGO4-20 TransE None 0 1 7 Mixtral
2003 kelpie necessary YAGO4-20 TransE None 1 0 7 Mixtral
2004 kelpie necessary YAGO4-20 TransE None 1 1 7 Mixtral
2005 kelpie necessary FB15k-237 ConvE None 0 0 7 Mixtral
2006 kelpie necessary FB15k-237 ConvE None 0 1 7 Mixtral
2007 kelpie necessary FB15k-237 ConvE None 1 0 7 Mixtral
2008 kelpie necessary FB15k-237 ConvE None 1 1 7 Mixtral
2009 kelpie necessary FB15k-237 ComplEx None 0 0 7 Mixtral
2010 kelpie necessary FB15k-237 ComplEx None 0 1 7 Mixtral
2011 kelpie necessary FB15k-237 ComplEx None 1 0 7 Mixtral
2012 kelpie necessary FB15k-237 ComplEx None 1 1 7 Mixtral
2013 kelpie necessary FB15k-237 TransE None 0 0 7 Mixtral
2014 kelpie necessary FB15k-237 TransE None 0 1 7 Mixtral
2015 kelpie necessary FB15k-237 TransE None 1 0 7 Mixtral
2016 kelpie necessary FB15k-237 TransE None 1 1 7 Mixtral
2017 kelpie necessary WN18RR ConvE None 0 0 7 Mixtral
2018 kelpie necessary WN18RR ConvE None 0 1 7 Mixtral
2019 kelpie necessary WN18RR ConvE None 1 0 7 Mixtral
2020 kelpie necessary WN18RR ConvE None 1 1 7 Mixtral
2021 kelpie necessary WN18RR ComplEx None 0 0 7 Mixtral
2022 kelpie necessary WN18RR ComplEx None 0 1 7 Mixtral
2023 kelpie necessary WN18RR ComplEx None 1 0 7 Mixtral
2024 kelpie necessary WN18RR ComplEx None 1 1 7 Mixtral
2025 kelpie necessary WN18RR TransE None 0 0 7 Mixtral
2026 kelpie necessary WN18RR TransE None 0 1 7 Mixtral
2027 kelpie necessary WN18RR TransE None 1 0 7 Mixtral
2028 kelpie necessary WN18RR TransE None 1 1 7 Mixtral
2029 kelpie necessary YAGO3-10 ConvE None 0 0 7 Mixtral
2030 kelpie necessary YAGO3-10 ConvE None 0 1 7 Mixtral
2031 kelpie necessary YAGO3-10 ConvE None 1 0 7 Mixtral
2032 kelpie necessary YAGO3-10 ConvE None 1 1 7 Mixtral
2033 kelpie necessary YAGO3-10 ComplEx None 0 0 7 Mixtral
2034 kelpie necessary YAGO3-10 ComplEx None 0 1 7 Mixtral
2035 kelpie necessary YAGO3-10 ComplEx None 1 0 7 Mixtral
2036 kelpie necessary YAGO3-10 ComplEx None 1 1 7 Mixtral
2037 kelpie necessary YAGO3-10 TransE None 0 0 7 Mixtral
2038 kelpie necessary YAGO3-10 TransE None 0 1 7 Mixtral
2039 kelpie necessary YAGO3-10 TransE None 1 0 7 Mixtral
2040 kelpie necessary YAGO3-10 TransE None 1 1 7 Mixtral
2041 kelpie sufficient DB50K ConvE None 0 0 7 Mixtral
2042 kelpie sufficient DB50K ConvE None 0 1 7 Mixtral
2043 kelpie sufficient DB50K ConvE None 1 0 7 Mixtral
2044 kelpie sufficient DB50K ConvE None 1 1 7 Mixtral
2045 kelpie sufficient DB50K ComplEx None 0 0 7 Mixtral
2046 kelpie sufficient DB50K ComplEx None 0 1 7 Mixtral
2047 kelpie sufficient DB50K ComplEx None 1 0 7 Mixtral
2048 kelpie sufficient DB50K ComplEx None 1 1 7 Mixtral
2049 kelpie sufficient DB50K TransE None 0 0 7 Mixtral
2050 kelpie sufficient DB50K TransE None 0 1 7 Mixtral
2051 kelpie sufficient DB50K TransE None 1 0 7 Mixtral
2052 kelpie sufficient DB50K TransE None 1 1 7 Mixtral
2053 kelpie sufficient DB100K ConvE None 0 0 7 Mixtral
2054 kelpie sufficient DB100K ConvE None 0 1 7 Mixtral
2055 kelpie sufficient DB100K ConvE None 1 0 7 Mixtral
2056 kelpie sufficient DB100K ConvE None 1 1 7 Mixtral
2057 kelpie sufficient DB100K ComplEx None 0 0 7 Mixtral
2058 kelpie sufficient DB100K ComplEx None 0 1 7 Mixtral
2059 kelpie sufficient DB100K ComplEx None 1 0 7 Mixtral
2060 kelpie sufficient DB100K ComplEx None 1 1 7 Mixtral
2061 kelpie sufficient DB100K TransE None 0 0 7 Mixtral
2062 kelpie sufficient DB100K TransE None 0 1 7 Mixtral
2063 kelpie sufficient DB100K TransE None 1 0 7 Mixtral
2064 kelpie sufficient DB100K TransE None 1 1 7 Mixtral
2065 kelpie sufficient YAGO4-20 ConvE None 0 0 7 Mixtral
2066 kelpie sufficient YAGO4-20 ConvE None 0 1 7 Mixtral
2067 kelpie sufficient YAGO4-20 ConvE None 1 0 7 Mixtral
2068 kelpie sufficient YAGO4-20 ConvE None 1 1 7 Mixtral
2069 kelpie sufficient YAGO4-20 ComplEx None 0 0 7 Mixtral
2070 kelpie sufficient YAGO4-20 ComplEx None 0 1 7 Mixtral
2071 kelpie sufficient YAGO4-20 ComplEx None 1 0 7 Mixtral
2072 kelpie sufficient YAGO4-20 ComplEx None 1 1 7 Mixtral
2073 kelpie sufficient YAGO4-20 TransE None 0 0 7 Mixtral
2074 kelpie sufficient YAGO4-20 TransE None 0 1 7 Mixtral
2075 kelpie sufficient YAGO4-20 TransE None 1 0 7 Mixtral
2076 kelpie sufficient YAGO4-20 TransE None 1 1 7 Mixtral
2077 kelpie sufficient FB15k-237 ConvE None 0 0 7 Mixtral
2078 kelpie sufficient FB15k-237 ConvE None 0 1 7 Mixtral
2079 kelpie sufficient FB15k-237 ConvE None 1 0 7 Mixtral
2080 kelpie sufficient FB15k-237 ConvE None 1 1 7 Mixtral
2081 kelpie sufficient FB15k-237 ComplEx None 0 0 7 Mixtral
2082 kelpie sufficient FB15k-237 ComplEx None 0 1 7 Mixtral
2083 kelpie sufficient FB15k-237 ComplEx None 1 0 7 Mixtral
2084 kelpie sufficient FB15k-237 ComplEx None 1 1 7 Mixtral
2085 kelpie sufficient FB15k-237 TransE None 0 0 7 Mixtral
2086 kelpie sufficient FB15k-237 TransE None 0 1 7 Mixtral
2087 kelpie sufficient FB15k-237 TransE None 1 0 7 Mixtral
2088 kelpie sufficient FB15k-237 TransE None 1 1 7 Mixtral
2089 kelpie sufficient WN18RR ConvE None 0 0 7 Mixtral
2090 kelpie sufficient WN18RR ConvE None 0 1 7 Mixtral
2091 kelpie sufficient WN18RR ConvE None 1 0 7 Mixtral
2092 kelpie sufficient WN18RR ConvE None 1 1 7 Mixtral
2093 kelpie sufficient WN18RR ComplEx None 0 0 7 Mixtral
2094 kelpie sufficient WN18RR ComplEx None 0 1 7 Mixtral
2095 kelpie sufficient WN18RR ComplEx None 1 0 7 Mixtral
2096 kelpie sufficient WN18RR ComplEx None 1 1 7 Mixtral
2097 kelpie sufficient WN18RR TransE None 0 0 7 Mixtral
2098 kelpie sufficient WN18RR TransE None 0 1 7 Mixtral
2099 kelpie sufficient WN18RR TransE None 1 0 7 Mixtral
2100 kelpie sufficient WN18RR TransE None 1 1 7 Mixtral
2101 kelpie sufficient YAGO3-10 ConvE None 0 0 7 Mixtral
2102 kelpie sufficient YAGO3-10 ConvE None 0 1 7 Mixtral
2103 kelpie sufficient YAGO3-10 ConvE None 1 0 7 Mixtral
2104 kelpie sufficient YAGO3-10 ConvE None 1 1 7 Mixtral
2105 kelpie sufficient YAGO3-10 ComplEx None 0 0 7 Mixtral
2106 kelpie sufficient YAGO3-10 ComplEx None 0 1 7 Mixtral
2107 kelpie sufficient YAGO3-10 ComplEx None 1 0 7 Mixtral
2108 kelpie sufficient YAGO3-10 ComplEx None 1 1 7 Mixtral
2109 kelpie sufficient YAGO3-10 TransE None 0 0 7 Mixtral
2110 kelpie sufficient YAGO3-10 TransE None 0 1 7 Mixtral
2111 kelpie sufficient YAGO3-10 TransE None 1 0 7 Mixtral
2112 kelpie sufficient YAGO3-10 TransE None 1 1 7 Mixtral
2113 kelpie++ necessary DB50K ConvE simulation 0 0 7 Mixtral
2114 kelpie++ necessary DB50K ConvE bisimulation 0 0 7 Mixtral
2115 kelpie++ necessary DB50K ConvE simulation 0 1 7 Mixtral
2116 kelpie++ necessary DB50K ConvE bisimulation 0 1 7 Mixtral
2117 kelpie++ necessary DB50K ConvE simulation 1 0 7 Mixtral
2118 kelpie++ necessary DB50K ConvE bisimulation 1 0 7 Mixtral
2119 kelpie++ necessary DB50K ConvE simulation 1 1 7 Mixtral
2120 kelpie++ necessary DB50K ConvE bisimulation 1 1 7 Mixtral
2121 kelpie++ necessary DB50K ComplEx simulation 0 0 7 Mixtral
2122 kelpie++ necessary DB50K ComplEx bisimulation 0 0 7 Mixtral
2123 kelpie++ necessary DB50K ComplEx simulation 0 1 7 Mixtral
2124 kelpie++ necessary DB50K ComplEx bisimulation 0 1 7 Mixtral
2125 kelpie++ necessary DB50K ComplEx simulation 1 0 7 Mixtral
2126 kelpie++ necessary DB50K ComplEx bisimulation 1 0 7 Mixtral
2127 kelpie++ necessary DB50K ComplEx simulation 1 1 7 Mixtral
2128 kelpie++ necessary DB50K ComplEx bisimulation 1 1 7 Mixtral
2129 kelpie++ necessary DB50K TransE simulation 0 0 7 Mixtral
2130 kelpie++ necessary DB50K TransE bisimulation 0 0 7 Mixtral
2131 kelpie++ necessary DB50K TransE simulation 0 1 7 Mixtral
2132 kelpie++ necessary DB50K TransE bisimulation 0 1 7 Mixtral
2133 kelpie++ necessary DB50K TransE simulation 1 0 7 Mixtral
2134 kelpie++ necessary DB50K TransE bisimulation 1 0 7 Mixtral
2135 kelpie++ necessary DB50K TransE simulation 1 1 7 Mixtral
2136 kelpie++ necessary DB50K TransE bisimulation 1 1 7 Mixtral
2137 kelpie++ necessary DB100K ConvE simulation 0 0 7 Mixtral
2138 kelpie++ necessary DB100K ConvE bisimulation 0 0 7 Mixtral
2139 kelpie++ necessary DB100K ConvE simulation 0 1 7 Mixtral
2140 kelpie++ necessary DB100K ConvE bisimulation 0 1 7 Mixtral
2141 kelpie++ necessary DB100K ConvE simulation 1 0 7 Mixtral
2142 kelpie++ necessary DB100K ConvE bisimulation 1 0 7 Mixtral
2143 kelpie++ necessary DB100K ConvE simulation 1 1 7 Mixtral
2144 kelpie++ necessary DB100K ConvE bisimulation 1 1 7 Mixtral
2145 kelpie++ necessary DB100K ComplEx simulation 0 0 7 Mixtral
2146 kelpie++ necessary DB100K ComplEx bisimulation 0 0 7 Mixtral
2147 kelpie++ necessary DB100K ComplEx simulation 0 1 7 Mixtral
2148 kelpie++ necessary DB100K ComplEx bisimulation 0 1 7 Mixtral
2149 kelpie++ necessary DB100K ComplEx simulation 1 0 7 Mixtral
2150 kelpie++ necessary DB100K ComplEx bisimulation 1 0 7 Mixtral
2151 kelpie++ necessary DB100K ComplEx simulation 1 1 7 Mixtral
2152 kelpie++ necessary DB100K ComplEx bisimulation 1 1 7 Mixtral
2153 kelpie++ necessary DB100K TransE simulation 0 0 7 Mixtral
2154 kelpie++ necessary DB100K TransE bisimulation 0 0 7 Mixtral
2155 kelpie++ necessary DB100K TransE simulation 0 1 7 Mixtral
2156 kelpie++ necessary DB100K TransE bisimulation 0 1 7 Mixtral
2157 kelpie++ necessary DB100K TransE simulation 1 0 7 Mixtral
2158 kelpie++ necessary DB100K TransE bisimulation 1 0 7 Mixtral
2159 kelpie++ necessary DB100K TransE simulation 1 1 7 Mixtral
2160 kelpie++ necessary DB100K TransE bisimulation 1 1 7 Mixtral
2161 kelpie++ necessary YAGO4-20 ConvE simulation 0 0 7 Mixtral
2162 kelpie++ necessary YAGO4-20 ConvE bisimulation 0 0 7 Mixtral
2163 kelpie++ necessary YAGO4-20 ConvE simulation 0 1 7 Mixtral
2164 kelpie++ necessary YAGO4-20 ConvE bisimulation 0 1 7 Mixtral
2165 kelpie++ necessary YAGO4-20 ConvE simulation 1 0 7 Mixtral
2166 kelpie++ necessary YAGO4-20 ConvE bisimulation 1 0 7 Mixtral
2167 kelpie++ necessary YAGO4-20 ConvE simulation 1 1 7 Mixtral
2168 kelpie++ necessary YAGO4-20 ConvE bisimulation 1 1 7 Mixtral
2169 kelpie++ necessary YAGO4-20 ComplEx simulation 0 0 7 Mixtral
2170 kelpie++ necessary YAGO4-20 ComplEx bisimulation 0 0 7 Mixtral
2171 kelpie++ necessary YAGO4-20 ComplEx simulation 0 1 7 Mixtral
2172 kelpie++ necessary YAGO4-20 ComplEx bisimulation 0 1 7 Mixtral
2173 kelpie++ necessary YAGO4-20 ComplEx simulation 1 0 7 Mixtral
2174 kelpie++ necessary YAGO4-20 ComplEx bisimulation 1 0 7 Mixtral
2175 kelpie++ necessary YAGO4-20 ComplEx simulation 1 1 7 Mixtral
2176 kelpie++ necessary YAGO4-20 ComplEx bisimulation 1 1 7 Mixtral
2177 kelpie++ necessary YAGO4-20 TransE simulation 0 0 7 Mixtral
2178 kelpie++ necessary YAGO4-20 TransE bisimulation 0 0 7 Mixtral
2179 kelpie++ necessary YAGO4-20 TransE simulation 0 1 7 Mixtral
2180 kelpie++ necessary YAGO4-20 TransE bisimulation 0 1 7 Mixtral
2181 kelpie++ necessary YAGO4-20 TransE simulation 1 0 7 Mixtral
2182 kelpie++ necessary YAGO4-20 TransE bisimulation 1 0 7 Mixtral
2183 kelpie++ necessary YAGO4-20 TransE simulation 1 1 7 Mixtral
2184 kelpie++ necessary YAGO4-20 TransE bisimulation 1 1 7 Mixtral
2185 kelpie++ sufficient DB50K ConvE simulation 0 0 7 Mixtral
2186 kelpie++ sufficient DB50K ConvE bisimulation 0 0 7 Mixtral
2187 kelpie++ sufficient DB50K ConvE simulation 0 1 7 Mixtral
2188 kelpie++ sufficient DB50K ConvE bisimulation 0 1 7 Mixtral
2189 kelpie++ sufficient DB50K ConvE simulation 1 0 7 Mixtral
2190 kelpie++ sufficient DB50K ConvE bisimulation 1 0 7 Mixtral
2191 kelpie++ sufficient DB50K ConvE simulation 1 1 7 Mixtral
2192 kelpie++ sufficient DB50K ConvE bisimulation 1 1 7 Mixtral
2193 kelpie++ sufficient DB50K ComplEx simulation 0 0 7 Mixtral
2194 kelpie++ sufficient DB50K ComplEx bisimulation 0 0 7 Mixtral
2195 kelpie++ sufficient DB50K ComplEx simulation 0 1 7 Mixtral
2196 kelpie++ sufficient DB50K ComplEx bisimulation 0 1 7 Mixtral
2197 kelpie++ sufficient DB50K ComplEx simulation 1 0 7 Mixtral
2198 kelpie++ sufficient DB50K ComplEx bisimulation 1 0 7 Mixtral
2199 kelpie++ sufficient DB50K ComplEx simulation 1 1 7 Mixtral
2200 kelpie++ sufficient DB50K ComplEx bisimulation 1 1 7 Mixtral
2201 kelpie++ sufficient DB50K TransE simulation 0 0 7 Mixtral
2202 kelpie++ sufficient DB50K TransE bisimulation 0 0 7 Mixtral
2203 kelpie++ sufficient DB50K TransE simulation 0 1 7 Mixtral
2204 kelpie++ sufficient DB50K TransE bisimulation 0 1 7 Mixtral
2205 kelpie++ sufficient DB50K TransE simulation 1 0 7 Mixtral
2206 kelpie++ sufficient DB50K TransE bisimulation 1 0 7 Mixtral
2207 kelpie++ sufficient DB50K TransE simulation 1 1 7 Mixtral
2208 kelpie++ sufficient DB50K TransE bisimulation 1 1 7 Mixtral
2209 kelpie++ sufficient DB100K ConvE simulation 0 0 7 Mixtral
2210 kelpie++ sufficient DB100K ConvE bisimulation 0 0 7 Mixtral
2211 kelpie++ sufficient DB100K ConvE simulation 0 1 7 Mixtral
2212 kelpie++ sufficient DB100K ConvE bisimulation 0 1 7 Mixtral
2213 kelpie++ sufficient DB100K ConvE simulation 1 0 7 Mixtral
2214 kelpie++ sufficient DB100K ConvE bisimulation 1 0 7 Mixtral
2215 kelpie++ sufficient DB100K ConvE simulation 1 1 7 Mixtral
2216 kelpie++ sufficient DB100K ConvE bisimulation 1 1 7 Mixtral
2217 kelpie++ sufficient DB100K ComplEx simulation 0 0 7 Mixtral
2218 kelpie++ sufficient DB100K ComplEx bisimulation 0 0 7 Mixtral
2219 kelpie++ sufficient DB100K ComplEx simulation 0 1 7 Mixtral
2220 kelpie++ sufficient DB100K ComplEx bisimulation 0 1 7 Mixtral
2221 kelpie++ sufficient DB100K ComplEx simulation 1 0 7 Mixtral
2222 kelpie++ sufficient DB100K ComplEx bisimulation 1 0 7 Mixtral
2223 kelpie++ sufficient DB100K ComplEx simulation 1 1 7 Mixtral
2224 kelpie++ sufficient DB100K ComplEx bisimulation 1 1 7 Mixtral
2225 kelpie++ sufficient DB100K TransE simulation 0 0 7 Mixtral
2226 kelpie++ sufficient DB100K TransE bisimulation 0 0 7 Mixtral
2227 kelpie++ sufficient DB100K TransE simulation 0 1 7 Mixtral
2228 kelpie++ sufficient DB100K TransE bisimulation 0 1 7 Mixtral
2229 kelpie++ sufficient DB100K TransE simulation 1 0 7 Mixtral
2230 kelpie++ sufficient DB100K TransE bisimulation 1 0 7 Mixtral
2231 kelpie++ sufficient DB100K TransE simulation 1 1 7 Mixtral
2232 kelpie++ sufficient DB100K TransE bisimulation 1 1 7 Mixtral
2233 kelpie++ sufficient YAGO4-20 ConvE simulation 0 0 7 Mixtral
2234 kelpie++ sufficient YAGO4-20 ConvE bisimulation 0 0 7 Mixtral
2235 kelpie++ sufficient YAGO4-20 ConvE simulation 0 1 7 Mixtral
2236 kelpie++ sufficient YAGO4-20 ConvE bisimulation 0 1 7 Mixtral
2237 kelpie++ sufficient YAGO4-20 ConvE simulation 1 0 7 Mixtral
2238 kelpie++ sufficient YAGO4-20 ConvE bisimulation 1 0 7 Mixtral
2239 kelpie++ sufficient YAGO4-20 ConvE simulation 1 1 7 Mixtral
2240 kelpie++ sufficient YAGO4-20 ConvE bisimulation 1 1 7 Mixtral
2241 kelpie++ sufficient YAGO4-20 ComplEx simulation 0 0 7 Mixtral
2242 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 0 0 7 Mixtral
2243 kelpie++ sufficient YAGO4-20 ComplEx simulation 0 1 7 Mixtral
2244 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 0 1 7 Mixtral
2245 kelpie++ sufficient YAGO4-20 ComplEx simulation 1 0 7 Mixtral
2246 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 1 0 7 Mixtral
2247 kelpie++ sufficient YAGO4-20 ComplEx simulation 1 1 7 Mixtral
2248 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 1 1 7 Mixtral
2249 kelpie++ sufficient YAGO4-20 TransE simulation 0 0 7 Mixtral
2250 kelpie++ sufficient YAGO4-20 TransE bisimulation 0 0 7 Mixtral
2251 kelpie++ sufficient YAGO4-20 TransE simulation 0 1 7 Mixtral
2252 kelpie++ sufficient YAGO4-20 TransE bisimulation 0 1 7 Mixtral
2253 kelpie++ sufficient YAGO4-20 TransE simulation 1 0 7 Mixtral
2254 kelpie++ sufficient YAGO4-20 TransE bisimulation 1 0 7 Mixtral
2255 kelpie++ sufficient YAGO4-20 TransE simulation 1 1 7 Mixtral
2256 kelpie++ sufficient YAGO4-20 TransE bisimulation 1 1 7 Mixtral
2257 GEnI None FB15k-237 TransE None 0 0 7 Mixtral
2258 GEnI None FB15k-237 TransE None 0 1 7 Mixtral
2259 GEnI None FB15k-237 TransE None 1 0 7 Mixtral
2260 GEnI None FB15k-237 TransE None 1 1 7 Mixtral
2261 GEnI None FB15k-237 ComplEx None 0 0 7 Mixtral
2262 GEnI None FB15k-237 ComplEx None 0 1 7 Mixtral
2263 GEnI None FB15k-237 ComplEx None 1 0 7 Mixtral
2264 GEnI None FB15k-237 ComplEx None 1 1 7 Mixtral
2265 GEnI None WN18RR TransE None 0 0 7 Mixtral
2266 GEnI None WN18RR TransE None 0 1 7 Mixtral
2267 GEnI None WN18RR TransE None 1 0 7 Mixtral
2268 GEnI None WN18RR TransE None 1 1 7 Mixtral
2269 GEnI None WN18RR ComplEx None 0 0 7 Mixtral
2270 GEnI None WN18RR ComplEx None 0 1 7 Mixtral
2271 GEnI None WN18RR ComplEx None 1 0 7 Mixtral
2272 GEnI None WN18RR ComplEx None 1 1 7 Mixtral
2273 GEnI None YAGO3-10 TransE None 0 0 7 Mixtral
2274 GEnI None YAGO3-10 TransE None 0 1 7 Mixtral
2275 GEnI None YAGO3-10 TransE None 1 0 7 Mixtral
2276 GEnI None YAGO3-10 TransE None 1 1 7 Mixtral
2277 GEnI None YAGO3-10 ComplEx None 0 0 7 Mixtral
2278 GEnI None YAGO3-10 ComplEx None 0 1 7 Mixtral
2279 GEnI None YAGO3-10 ComplEx None 1 0 7 Mixtral
2280 GEnI None YAGO3-10 ComplEx None 1 1 7 Mixtral
2281 GEnI None DB50K TransE None 0 0 7 Mixtral
2282 GEnI None DB50K TransE None 0 1 7 Mixtral
2283 GEnI None DB50K TransE None 1 0 7 Mixtral
2284 GEnI None DB50K TransE None 1 1 7 Mixtral
2285 GEnI None DB50K ComplEx None 0 0 7 Mixtral
2286 GEnI None DB50K ComplEx None 0 1 7 Mixtral
2287 GEnI None DB50K ComplEx None 1 0 7 Mixtral
2288 GEnI None DB50K ComplEx None 1 1 7 Mixtral
2289 GEnI None DB100K TransE None 0 0 7 Mixtral
2290 GEnI None DB100K TransE None 0 1 7 Mixtral
2291 GEnI None DB100K TransE None 1 0 7 Mixtral
2292 GEnI None DB100K TransE None 1 1 7 Mixtral
2293 GEnI None DB100K ComplEx None 0 0 7 Mixtral
2294 GEnI None DB100K ComplEx None 0 1 7 Mixtral
2295 GEnI None DB100K ComplEx None 1 0 7 Mixtral
2296 GEnI None DB100K ComplEx None 1 1 7 Mixtral
2297 GEnI None YAGO4-20 TransE None 0 0 7 Mixtral
2298 GEnI None YAGO4-20 TransE None 0 1 7 Mixtral
2299 GEnI None YAGO4-20 TransE None 1 0 7 Mixtral
2300 GEnI None YAGO4-20 TransE None 1 1 7 Mixtral
2301 GEnI None YAGO4-20 ComplEx None 0 0 7 Mixtral
2302 GEnI None YAGO4-20 ComplEx None 0 1 7 Mixtral
2303 GEnI None YAGO4-20 ComplEx None 1 0 7 Mixtral
2304 GEnI None YAGO4-20 ComplEx None 1 1 7 Mixtral
